src,trg
lersson,lesson
moth,mouth
confortable,comfortable
havent,haven't
insurence,insurance
brasil,brazil
chanching,chancing
offen,offend
atendant,attendant
promissed,promised
confortable,comfortable
footbal,football
diane,diane
medecine,medicine
comptability,compatibility
hoy,hot
familly,family
bay,day
bolwing,bowling
boll,ball
friday,friday
untide,untidy
jonh,john
naivy,navy
fiends,friends
forteen,fourteen
keyboars,keyboard
english,english
pencs,pencils
tree,three
frisbee,frisbee
ok,ok
polites,polite
childrens,children
beatiful,beautiful
whas,was
appliciant,applicant
engenner,engineer
confortable,comfortable
compuoters,computers
wich,which
datebase,database
frendly,friendly
usefull,useful
spain,spain
frisbee,frisbee
preffered,preferred
dougther,daughter
brithday,birthday
turesday,tuesday
lika,like
afternon,afternoon
her's,her
eletric,electric
funtion,function
flus,flu's
heard,heart
systers,sisters
beter,better
soem,some
bottes,bottles
eares,years
merried,married
difrent,different
childrens,children
quitar,guitar
somestimes,sometimes
trhe,three
isan't,isn't
reas,reads
corage,courage
feets,feet
likess,likes
horrows,horrors
horrows,horrors
tomatos,tomatoes
teaher,teacher
bsg,bag
i'm,i'm
breake,break
realy,really
techinque,technique
english,english
shoting,shooting
swetter,sweater
twince,twice
saturday,saturday
saturday,saturday
stydind,studied
sitution,situation
leam,learn
scirts,skirts
its's,it's
developement,development
beach tomorrow,beach tomorrow
aplly,apply
minutos,minutes
minutos,minutes
yers,years
celebritie,celebrity
daugther,daughter
befor,before
coffe,coffee
immunse,immune
funy,fun
partys,parties
moviessad,movies sad
posible,possible
birth day,birthday
togeter,together
telefon,telephone
whith,with
goog,good
hoel,hotel
brithday,birthday
wich,which
disppear,disappear
clouthes,clothes
weekind,weekend
asistant,assistant
everbody,everybody
aeroport,airport
japanes,japanese
doesn't,don't
peperrone,peperoni
flght,flight
chinese,chinese
followwing,following
browd,brown
minimun,minimum
thurday,thursday
aboat,about
biger,bigger
tearm,team
janpa,japanese
wordwide,worldwide
centmeters,centimeters
holody,holiday
occure,occur
happines,happiness
kicthen,kitchen
i'm,i'm
peploe,people
sincely,sincerely
mothe,mother
carees,career
lytics,lyrics
servey,survey
pricelist,price list
favorito,favorite
bithday,birthday
choosed,choose
recomend,recommend
bussines,business
somtimes,sometimes
confortable,comfortable
necesseraly,necessarily
evenng,evening
wainting,waiting
expericance,experience
pre-loaded,preloaded
ameraca,america
amercia,america
ameracan,american
apirl,april
austrain,austrian
badcock,badcock's
bechuarnia_land,bechuanaland
botuania,botswana
cambrige,cambridge
canda,canada
chactuquoe,chautauqua
chalktwa,chautauqua
chaqua,chautauqua
chata,chautauqua
chatacqua,chautauqua
chatacque,chautauqua
chatalkwa,chautauqua
chataqua,chautauqua
chataque,chautauqua
chataukowa,chautauqua
chataukwa,chautauqua
chatauwkwa,chautauqua
chateau,chautauqua
chatocqua,chautauqua
chatogua,chautauqua
chatoukouv,chautauqua
chattakqua,chautauqua
chatuaca,chautauqua
chatwakwa,chautauqua
chauetouequa,chautauqua
chauta,chautauqua
chautakye,chautauqua
chautaqua,chautauqua
chautauchua,chautauqua
chautiqua,chautauqua
chautogqwa,chautauqua
chautqua,chautauqua
chawtakque,chautauqua
chawtawque,chautauqua
cheautauqua,chautauqua
chetdacowa,chautauqua
chetoquoi,chautauqua
chicahwa,chautauqua
chictocua,chautauqua
chicugta,chautauqua
chistupa,chautauqua
chitacque,chautauqua
chitalka,chautauqua
chitalkwa,chautauqua
chitaqua,chautauqua
chitauqua,chautauqua
chitoqua,chautauqua
chittiqua,chautauqua
chochatta,chautauqua
chottago,chautauqua
chouativa,chautauqua
chtacu,chautauqua
chuatackqua,chautauqua
chuatuaque,chautauqua
chuatuaton,chautauqua
chutaciqwa,chautauqua
chutouko,chautauqua
cuhtawa,chautauqua
quatauqua,chautauqua
schtaka,chautauqua
shatacua,chautauqua
shatakiwa,chautauqua
shataqua,chautauqua
shautalkwa,chautauqua
shawtachwa,chautauqua
shawtapwa,chautauqua
shawtowa,chautauqua
sheto,chautauqua
shitaka,chautauqua
showtalkaw,chautauqua
showtalkwa,chautauqua
showtucwa,chautauqua
catauqua,chautauqua
chacactur,chautauqua
chatacuia,chautauqua
chataqua,chautauqua
chataque,chautauqua
chatauchuia,chautauqua
chatauqua,chautauqua
chautaucua,chautauqua
chautauqua,chautauqua
chetickway,chautauqua
chictique,chautauqua
chitacwa,chautauqua
chitiquea,chautauqua
chituaquea,chautauqua
chtoawa,chautauqua
sechectaquka,chautauqua
shatakwa,chautauqua
shtalkwa,chautauqua
sutalkway,chautauqua
crist,christ
christain,christian
chrismas,christmas
christ_mas,christmas
christmis,christmas
cristmus,christmas
cristmas,christmas
cinderrella,cinderella
des.,dec
decmber,december
desember,december
doc,dr
draculla's,dracula's
dunstan,dunstan's
ester,easter
ester,easter
estwood,eastwood
ingish,english
inglish,english
fab,feb
febuary,february
feburary,february
feburay,february
franch,french
feirne,french
fench,french
freach,french
firday,friday
hallowen,hallowe'en
hitlar,hitler
a,i
and,i
are,i
has,i
he,i
i,i
if,i
is,i
it,i
iy,i
ld,i
we,i
i'de,i'd
i'ed,i'd
i'ld,i'd
ile,i'll
ill,i'll
i'me,i'm
i'n,i'm
im,i'm
i'v,i've
iev,i've
indian's,indians
irland,ireland
iresh,irish
januery,january
jaly,july
jun,june
lester,leicester
luks,luke's
mayfeild,mayfield
meditterranean,mediterranean
mis,miss
munday,monday
mis,mr
mrs,mr
miss,mrs
mixss,mrs
mr's,mrs
mrss,mrs
octber,october
pikaness,pekinese
perllips,philip's
pyrannean,pyrenean
rowles,rolls
samariton,samaritan
saterday,saturday
satuarday,saturday
scotts,scots
sep,sept
septenber,september
septmber,september
shebre,sheba
spanich,spanish
sanday,sunday
sweedish,swedish
thems,thames
teusday,tuesday
tusday,tuesday
tuseday,tuesday
vitiorian,victorian
wdendsdy,wednesday
wedensday,wednesday
wensday,wednesday
wesh,welsh
exrays,x-rays
i,a
ah,a
an,a
and,a
are,a
as,a
the,a
aquiver,a-quiver
abbatoir,abattoir
abhorence,abhorrence
abbility,ability
abilaty,ability
abillity,ability
abilty,ability
ablity,ability
aball,able
abel,able
abule,able
alb,able
able_bodied,able-bodied
a_belt,about
a_bot,about
a_bout,about
a_but,about
a_pelt,about
aboat,about
aboit,about
abont,about
aboo,about
abot,about
abote,about
abou,about
abought,about
abould,about
abound,about
abowt,about
abunt,about
abuot,about
ad,about
adeaut,about
adot,about
adout,about
arand,about
bout,about
of,about
out,about
to,about
urbote,about
a,above
a_barth,above
a_beyied,above
a_bof,above
a_bother,above
a_bueve,above
a_buth,above
a_buve,above
abaeth,above
abahe,above
aboat,above
aboer,above
abofe,above
abost,above
abou,above
about,above
abouth,above
abouve,above
abowe,above
abuf,above
abuov,above
abuve,above
abve,above
adove,above
aduv,above
alowe,above
aovere,above
apuve,above
bealove,above
beneath,above
buft,above
dong,above
obove,above
ubove,above
unbove,above
uove,above
upbudh,above
upbuve,above
urborth,above
a_broad,abroad
abraod,abroad
abrod,abroad
absense,absence
absents,absence
apsent,absent
absolutley,absolutely
absolutly,absolutely
apselutely,absolutely
abo,absorbed
absorbant,absorbent
absorbtion,absorption
abse,abstract
asurb,absurd
abeserbed,absurd
abscered,absurd
abserb,absurd
abserbd,absurd
abserbed,absurd
abserd,absurd
abserded,absurd
absered,absurd
abserid,absurd
abserred,absurd
abserve,absurd
abserved,absurd
abseved,absurd
absevered,absurd
absorb,absurd
absorbd,absurd
absorbed,absurd
absord,absurd
absored,absurd
absred,absurd
absurb,absurd
absurbe,absurd
absurbed,absurd
absurded,absurd
absured,absurd
absurred,absurd
aburd,absurd
aburve,absurd
adsurbed,absurd
apserved,absurd
apubed,absurd
obsurd,absurd
obsured,absurd
abundence,abundance
abundent,abundant
abouse,abuse
accademic,academic
acedemic,academic
academicly,academically
accademically,academically
acceed,accede
acellerate,accelerate
achsends,accents
acept,accept
axcept,accept
except,accept
acceptable,acceptable
accepball,acceptable
acceptably,acceptable
acceptiable,acceptable
acceptible,acceptable
aceptable,acceptable
aceptible,acceptable
acetable,acceptable
ackceptable,acceptable
ackeptable,acceptable
acksecetable,acceptable
ackseptable,acceptable
acseptable,acceptable
actable,acceptable
actceptable,acceptable
actseptable,acceptable
actsepterable,acceptable
asseptable,acceptable
axceptable,acceptable
axceptiable,acceptable
axeptable,acceptable
ecceptable,acceptable
exactible,acceptable
exceptable,acceptable
excepteable,acceptable
exceptial,acceptable
exceptible,acceptable
exsaptible,acceptable
exseptable,acceptable
exsestible,acceptable
exzeptable,acceptable
acceptence,acceptance
acepted,accepted
excepted,accepted
execpted,accepted
acess,access
accessability,accessibility
accesible,accessible
accessable,accessible
accesing,accessing
accesion,accession
a_canet,accident
acadent,accident
acats,accident
accdient,accident
accedent,accident
accend,accident
accicent,accident
acciendent,accident
accierdent,accident
accsident,accident
accxident,accident
acddent,accident
acdend,accident
acdent,accident
acedcedt,accident
acedent,accident
aciadent,accident
aciddent,accident
acident,accident
aciedent,accident
acist,accident
acs,accident
acsdent,accident
acsedent,accident
acsident,accident
addinent,accident
advainet,accident
afanat,accident
agisted,accident
akcdent,accident
aken,accident
ancident,accident
and,accident
andandn,accident
andet,accident
andexns,accident
andient,accident
andint,accident
andires,accident
anitharent,accident
anteght,accident
asabed,accident
asadun,accident
ascended,accident
asde,accident
asden,accident
asdent,accident
ased,accident
asedend,accident
aserdent,accident
asident,accident
askedent,accident
askendent,accident
asterdet,accident
ataren,accident
axcident,accident
axed,accident
axedent,accident
axedents,accident
axedet,accident
axerdent,accident
axident,accident
axidint,accident
axs,accident
axseadent,accident
castan,accident
esadend,accident
exded,accident
exedelt,accident
exedent,accident
exiedent,accident
harcent,accident
sedent,accident
xedet,accident
accidently,accidentally
accmodate,accommodate
accodate,accommodate
accomadate,accommodate
accomadite,accommodate
accomdate,accommodate
accomidate,accommodate
accommadate,accommodate
accommdate,accommodate
accommedate,accommodate
accommidate,accommodate
accommodation,accommodate
accommondate,accommodate
accomnadate,accommodate
accomnodate,accommodate
accomodat,accommodate
accomodate,accommodate
accomodaty,accommodate
accomode,accommodate
accomodiate,accommodate
accomondate,accommodate
accondate,accommodate
acomadate,accommodate
acomidate,accommodate
acommodate,accommodate
acommodiate,accommodate
acomodate,accommodate
aconadate,accommodate
acromodate,accommodate
eccommodate,accommodate
accamadation,accommodation
accamation,accommodation
accomadation,accommodation
accomdation,accommodation
accomdition,accommodation
accomedation,accommodation
accomidation,accommodation
accommadation,accommodation
accommadition,accommodation
accommidation,accommodation
accommodiation,accommodation
accommtation,accommodation
accomodation,accommodation
accondutelion,accommodation
acomadation,accommodation
acomedation,accommodation
acomidation,accommodation
acommadition,accommodation
acommodation,accommodation
acomodation,accommodation
addcomadiation,accommodation
comadation,accommodation
ecomodation,accommodation
accomodations,accommodations
acompanied,accompanied
accompanimen,accompaniment
acompany,accompany
accampaninesing,accompanying
accmpaning,accompanying
accominating,accompanying
accommampaning,accompanying
accompagnying,accompanying
accompaining,accompanying
accompanied,accompanying
accompaning,accompanying
accompanining,accompanying
accompanning,accompanying
accompany,accompanying
accompaying,accompanying
accompenied,accompanying
accompening,accompanying
accompied,accompanying
accomping,accompanying
accompining,accompanying
accompning,accompanying
accompnying,accompanying
accomponing,accompanying
accomponying,accompanying
accompy,accompanying
accompying,accompanying
accompyning,accompanying
acconpaning,accompanying
acconpenying,accompanying
accopaning,accompanying
accumpanying,accompanying
accumptaining,accompanying
acommpanying,accompanying
acompamion,accompanying
acompanied,accompanying
acompaning,accompanying
acompanning,accompanying
acompanying,accompanying
acompning,accompanying
acumaning,accompanying
companying,accompanying
occompanying,accompanying
acomplice,accomplice
acomplish,accomplish
acalern,accomplished
acaulle,accomplished
accamplish,accomplished
accaplished,accomplished
accomhed,accomplished
accomplish,accomplished
aclimplised,accomplished
aclomplished,accomplished
aco,accomplished
acolpleshed,accomplished
acolplished,accomplished
acombished,accomplished
acompilsh,accomplished
acomplised,accomplished
acomplished,accomplished
acomplisht,accomplished
acomplshed,accomplished
aconase,accomplished
aconplised,accomplished
aconplish,accomplished
acoplished,accomplished
acoumpish,accomplished
acumlished,accomplished
acuplished,accomplished
apcomplished,accomplished
comdash,accomplished
acaurtens,accordance
accordars,accordance
accordence,accordance
accordences,accordance
accordense,accordance
accordince,accordance
accrdanse,accordance
acdone,accordance
acoadens,accordance
acoradance,accordance
acordance,accordance
acordence,accordance
acordenin,accordance
acordens,accordance
acordense,accordance
acordenst,accordance
acordise,accordance
acordounse,accordance
acorduse,accordance
acorrdance,accordance
acorrdens,accordance
acourdance,accordance
adcordence,accordance
arcordance,accordance
arroduce,accordance
condar,accordance
acording,according
acordingly,accordingly
o,accordingly
acordian,accordion
acount,account
acounts,accounts
accewed,accrued
accrewed,accrued
accrode,accrued
accrood,accrued
accrored,accrued
accroud,accrued
accroued,accrued
accroved,accrued
accrowved,accrued
accrud,accrued
accrude,accrued
accruded,accrued
accrue,accrued
accrueded,accrued
accruell,accrued
accruid,accrued
accruide,accrued
accrured,accrued
accrute,accrued
accruved,accrued
acctrade,accrued
accud,accrued
accude,accrued
accurate,accrued
accurde,accrued
accured,accrued
accurred,accrued
accurve,accrued
accused,accrued
achrue,accrued
ackcrewd,accrued
ackcrude,accrued
ackrewed,accrued
ackrude,accrued
ackruid,accrued
acording,accrued
acqured,accrued
acrauge,accrued
acrawed,accrued
acreud,accrued
acreued,accrued
acrewd,accrued
acrewed,accrued
acrewved,accrued
acrood,accrued
acroude,accrued
acroved,accrued
acrrued,accrued
acrud,accrued
acrude,accrued
acrued,accrued
acruied,accrued
acrute,accrued
acude,accrued
acurd,accrued
akcrewed,accrued
approve,accrued
approved,accrued
aprove,accrued
aquse,accrued
aturely,accrued
crude,accrued
curude,accrued
acumulated,accumulated
acurate,accurate
accruately,accurately
acustom,accustom
accomused,accustomed
accostamned,accustomed
accostemed,accustomed
accostioum,accustomed
accostmed,accustomed
accostom,accustomed
accostomed,accustomed
accostumed,accustomed
accostuned,accustomed
accoustomed,accustomed
accumotoned,accustomed
accumstomed,accustomed
accusstomed,accustomed
accustinend,accustomed
accustiomed,accustomed
accustom,accustomed
accustome,accustomed
accustomend,accustomed
accustomened,accustomed
accustommed,accustomed
accustomned,accustomed
accustoned,accustomed
accustumed,accustomed
accutomed,accustomed
acescintion,accustomed
acomton,accustomed
acostom,accustomed
acostomed,accustomed
acostum,accustomed
acostumed,accustomed
acusstomed,accustomed
acustem,accustomed
acustemed,accustomed
acustimend,accustomed
acustom,accustomed
acustome,accustomed
acustomed,accustomed
acustomend,accustomed
acustumed,accustomed
ascostomend,accustomed
ascumend,accustomed
ascustomed,accustomed
ocustommed,accustomed
uccustumed,accustomed
uscostumed,accustomed
acke,ache
ake,ache
acheive,achieve
acheve,achieve
achi,achieve
accheived,achieved
acheived,achieved
acieved,achieved
achei,achievement
acheivement,achievement
acheing,aching
acknoledge,acknowledge
accknoldge,acknowledgement
accknowledgement,acknowledgement
accknowledgment,acknowledgement
accknowlegment,acknowledgement
accoldment,acknowledgement
accolegement,acknowledgement
accomnoltion,acknowledgement
aceknowledgement,acknowledgement
acknoldge,acknowledgement
acknoledgement,acknowledgement
acknoledgment,acknowledgement
acknoledgmet,acknowledgement
acknolegment,acknowledgement
acknowayment,acknowledgement
acknowedgement,acknowledgement
acknowedgment,acknowledgement
acknowelgement,acknowledgement
acknowldment,acknowledgement
acknowledement,acknowledgement
acknowledge,acknowledgement
acknowledging,acknowledgement
acknowledgment,acknowledgement
acknowledment,acknowledgement
acknowlegdement,acknowledgement
acknowlegement,acknowledgement
acknowlegment,acknowledgement
acknowlment,acknowledgement
ackolejement,acknowledgement
ackouledge,acknowledgement
ackownledgement,acknowledgement
acnoldgement,acknowledgement
acnoledgement,acknowledgement
acnolegment,acknowledgement
acnologement,acknowledgement
acnowledgment,acknowledgement
acquig,acknowledgement
actknowlegment,acknowledgement
agnowlegment,acknowledgement
aknowledgement,acknowledgement
aknowledgment,acknowledgement
aknowlege,acknowledgement
aqnowledgment,acknowledgement
ecknowledgement,acknowledgement
ecknowledgment,acknowledgement
exconolidiemet,acknowledgement
exnowledgment,acknowledgement
knowledgement,acknowledgement
accknowledging,acknowledging
accnoledgin,acknowledging
accnolegde,acknowledging
acknodgling,acknowledging
acknoldeing,acknowledging
acknoldge,acknowledging
acknoledging,acknowledging
acknolgeing,acknowledging
acknolidge,acknowledging
acknolleging,acknowledging
acknologing,acknowledging
acknowedge,acknowledging
acknowedging,acknowledging
acknowing,acknowledging
acknowkling,acknowledging
acknowladging,acknowledging
acknowldging,acknowledging
acknowlding,acknowledging
acknowleckging,acknowledging
acknowledeing,acknowledging
acknowledge,acknowledging
acknowledgeing,acknowledging
acknowledgly,acknowledging
acknowledgment,acknowledging
acknowleding,acknowledging
acknowleging,acknowledging
acknowlging,acknowledging
acknowliging,acknowledging
acknowling,acknowledging
acknowloding,acknowledging
acknownlegeing,acknowledging
aclongaly,acknowledging
acnolagaling,acknowledging
actknowledge,acknowledging
aknowledging,acknowledging
alknowgding,acknowledging
anackledge,acknowledging
ecknoligging,acknowledging
ecknowledging,acknowledging
ecknowlging,acknowledging
ecnowledging,acknowledging
ecnuliging,acknowledging
ecolinegly,acknowledging
ecomodyley,acknowledging
egnoliging,acknowledging
aquaint,acquaint
accountance,acquaintance
accquaintance,acquaintance
accquaintence,acquaintance
accquance,acquaintance
accquantence,acquaintance
accquantience,acquaintance
accquantince,acquaintance
accquatance,acquaintance
accquiantance,acquaintance
accuaintance,acquaintance
accuanteance,acquaintance
accuntence,acquaintance
ackquaintance,acquaintance
ackquanting,acquaintance
ackquitence,acquaintance
ackwaintance,acquaintance
acqauntance,acquaintance
acquaince,acquaintance
acquainenec,acquaintance
acquaint,acquaintance
acquaintaince,acquaintance
acquainted,acquaintance
acquaintence,acquaintance
acquaintiance,acquaintance
acquaints,acquaintance
acquaitance,acquaintance
acquance,acquaintance
acquanitence,acquaintance
acquantance,acquaintance
acquantants,acquaintance
acquantenc,acquaintance
acquantence,acquaintance
acquantiance,acquaintance
acquantice,acquaintance
acquantience,acquaintance
acquatience,acquaintance
acquiance,acquaintance
acquiantance,acquaintance
acqunatince,acquaintance
acquontence,acquaintance
acuquontence,acquaintance
aqquaintance,acquaintance
aqquantance,acquaintance
aquaintance,acquaintance
aquainted,acquaintance
aquaintence,acquaintance
aquaintents,acquaintance
aquaints,acquaintance
aquanitance,acquaintance
aquantaince,acquaintance
aquantance,acquaintance
aquantience,acquaintance
aquatance,acquaintance
aqucuntance,acquaintance
aquentance,acquaintance
aquentence,acquaintance
atquantes,acquaintance
occquance,acquaintance
aquantences,acquaintances
aquainted,acquainted
aquiese,acquiesce
acquiesence,acquiescence
aquire,acquire
aquisistion,acquisition
accour,acre
acer,acre
acher,acre
accross,across
acroos,across
acros,across
akt,act
at,act
actting,acting
acttive,active
activally,actively
activerties,activities
activeties,activities
activites,activities
activitys,activities
acks,acts
actuall,actual
actural,actual
acarly,actually
accle,actually
accolliy,actually
accotly,actually
acctaly,actually
acctually,actually
acctuly,actually
accualy,actually
accutualy,actually
acely,actually
acerle,actually
acerly,actually
achauly,actually
ache,actually
acheliy,actually
achely,actually
acherly,actually
achertily,actually
achly,actually
acile,actually
acitler,actually
ackchely,actually
ackle,actually
ackturly,actually
